"CreationDate";"Body";"Title";"Tags";"Respondida"
"2014-06-17 07:44:12";"<p>INFO zookeeper.ClientCnxn: Opening socket connection to server debashis-Pseudo-Hadoop/127.0.1.1:22181. Will not attempt to authenticate using SASL (unknown error)</p><p>14/06/17 13:07:28 WARN zookeeper.ClientCnxn: Session 0x0 for server null, unexpected error, closing socket connection and attempting reconnect</p><p>java.net.ConnectException: Connection refused</p><p>at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:735)at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:350)at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1068)</p>";"Running a Giraph job showing the following error";"<java><sockets><hadoop><apache-zookeeper><giraph>";"S"
"2014-02-08 05:17:58";"<p>I have looked around stackoverflow for an answer to my question, but I dont totally understand them or they dont work for me. I am creating an address book for an assignment and I want to be able to keep the names of the people I add without using a data base. I want to be able to make a cookie that can store the info of the person. This is my assignment so far: <a href='http://pastebin.com/4vX2h0A0' rel='nofollow'>http://pastebin.com/4vX2h0A0</a>Its nothing special, but i would really appreciate if someone could help :D</p>";"Adding a cookie to my HTML page?";"<java><html_><cookies><addressbook>";"S"
"2010-05-02 19:15:22";"<pre><code>&lt;target name='compile' description='Compile the File'&gt;        &lt;echo&gt;Compile the File &lt;/echo&gt;        &lt;mkdir dir='${compilation-dir}' /&gt;        &lt;javac srcdir='.' classpath='another2' destdir='${compilation-dir}' /&gt;    &lt;/target&gt;</code></pre><p>I want to echo the description of the target. Is there a better way of doing this other than duplicating it?</p>";"Echo target description in Ant";"<java><ant>";"S"
"2016-05-31 07:46:12";"<p>I'm making a browser of defined list of files.I want to compact empty folders (Like idea based IDE usally can do)</p><p>Originally I have a list of files (I get it from MediaStore):</p><pre><code>folder1/folder2/folder3/file1.mp3folder1/folder2/folder3/file2.mp3folder1/file3.mp3</code></pre><p>And I want my browser has this structure:</p><pre><code>folder1       -folder2/folder3                      -file1.mp3                      -file2.mp3       -file3.mp3</code></pre><hr><p>How I did that:</p><p>When the first time I get files from MediaStore I create a table in a database:</p><pre><code>id name parent_id has_songs0  folder1 -1 11  folder2 0 02  folder3 1 1</code></pre><p>When every time the browser displays folders it makes a request to the database.And then I start checking folders inside(An additional request to the db for every check is needed): if a folder doesn't have songs and has only one child folder then compact them, then check the next and the next.</p><p>This way for the example above if I want to see 'insides' of folder1 it does 3 requests to the local db:</p><pre><code>1. Get list of all folders (Make a request to the db here)2. Check folder2 has one subfolder and doesn't have songs (Make a request to the db here)3. Check folder3 has one subfolder and doesn't have songs (Make a request to the db here)</code></pre><p><strong>1. Is that the best way to implement this?</strong></p><p><strong>2. Is it performance critical    to make so many requests to the local db on user click?</strong></p>";"What is the best way to build folders compact tree?";"<java><android><algorithm><sqlite><database-schema>";"S"
"2010-05-02 20:10:40";"<p>JPA promises to be vendor neutral for persistence and database. But I already know than some persistence frameworks like hibernate are not perfect (character encoding, null comparison) and you need to adapt your schema for each database. Because there is two layers (the persistence framework and database), I would imagine they're some work to use some JPA codes...</p><p>Does anyone has some experiences with multiple support and if yes, what are the tricks and recommendations to avoid such incompatibilities ?</p>";"JPA and compatibility with persistance providers and databases vendors";"<java><hibernate><jpa><java-ee>";"S"
"2008-09-21 21:28:51";"<p>Let's say that I have two arrays (in Java),</p><p>int[] numbers; and int[] colors;</p><p>Each ith element of numbers corresponds to its ith element in colors.Ex, numbers = {4,2,1}     colors = {0x11, 0x24, 0x01}; Means that number 4 is color 0x11, number 2 is 0x24, etc.</p><p>I want to sort the numbers array, but then still have it so each element matches up with its pair in colors.</p><p>Ex. numbers = {1,2,4};    colors = {0x01,0x24,0x11};</p><p>What's the cleanest, simplest way to do this? The arrays have a few thousand items, so being in place would be best, but not required. Would it make sense to do an Arrays.sort() and a custom comparator? Using library functions as much as possible is preferable.</p><p><strong>Note: I know the 'best' solution is to make a class for the two elements and use a custom comparator. This question is meant to ask people for the quickest way to code this. Imagine being at a programming competition, you wouldn't want to be making all these extra classes, anonymous classes for the comparator, etc. Better yet, forget Java; how would you code it in C?</strong></p>";"Sorting matched arrays in Java";"<java><sorting><list>";"S"
"2014-11-10 12:58:51";"<p>Recently at a job interview I was asked 'Is Java a 'completely' object-oriented language?'</p><p>As I was completely unable to answer that question and do not know the answer, could someone, please, help me to understand the nature of this question. </p><p>As I see the question is being closed as 'opinion-based' that's not an opinion I'm asking. I'm asking if I am unaware of that  completely/incompletely category.</p><p>Kindly tell me if that's a wrong forum to ask this.</p>";"Is Java a 'completely' object-oriented language?";"<java><object>";"S"
"2012-05-23 18:46:17";"<p>This what i've:</p><p>Quartz 2.1.3</p><p>Spring 3.1.1</p><p>Tomcat 7.0</p><p>I've a non web app which is running fine with quartz (with crontrigger) and spring. Now i need web-enable (simple JSP based app) this application. I've searched the net but could find examples.</p><p>Could anybody point me to a simple HOWTO/webpage? I dont want to make any changes to the existing spring+quartz app but just need to have some web layer on top of this.</p><p>TIA</p>";"Quartz_Spring_Tomcat examples";"<java><spring><quartz-scheduler><tomcat7>";"S"
"2013-09-22 06:23:52";"<p>I am creating a two <code>javafx.scene.shape.Rectangle</code> objects in a <code>GridPane</code> and doing the following.</p><pre><code>rectArray = new Rectangle[2];boardGrid.setStyle('-fx-background-color: #C0C0C0;');rectArray[0] = new Rectangle(12,12);rectArray[0].setFill(Color.AQUA);boardGrid.add(rectArray[0], 2, 0);rectArray[1] = new Rectangle(12,12);rectArray[1].setFill(Color.BLACK);boardGrid.add(rectArray[1], 2, 1);       Button buttonStart = new Button('Change color');buttonStart.addEventHandler(MouseEvent.MOUSE_CLICKED, new EventHandler&lt;MouseEvent&gt;() {       @Override       public void handle(MouseEvent event) {          rectArray[0].setFill(Color.RED);          try {               Thread.sleep(2000);          }           catch (InterruptedException e) {               e.printStackTrace();          }          rectArray[1].setFill(Color.AZURE);       }});boardGrid.add(buttonStart, 3, 1);initializeScene(primaryStage, boardGrid);...</code></pre><p>When I run the code I am able to see two rectangles (One in Aqua and one in black) and when I click the button, I will have to wait for the 2 seconds to view the change in colors of both rectangles. </p><p>I change the color of one rectangle before <code>Thread.sleep(2000)</code> is called and then I change the color of the next rectangle.  </p><p>My question is why am I supposed to wait for 2 seconds? Is there a way that I can dynamically update the colors of the rectangle?</p>";"Dynamically change the color of a Rectangle in Javafx";"<java><javafx><java-8>";"S"
"2016-01-20 10:45:45";"<p>why the result is false?could someone please explain?</p><pre><code>public class StringTest1 {    public static void main(String[] args) {    String a='a';    String b=a+'b';    String c='ab';    System.out.println(b==c);    }}</code></pre>";"String concatenation and comparision using ==";"<java>";"S"
"2014-11-10 12:54:20";"<pre><code>String testCases[] = {        '&lt;table&gt;&lt;tbody&gt;&lt;tr&gt;&lt;td&gt;&lt;div&gt;&lt;inline&gt;Normal Line Text&lt;/inline&gt;&lt;br/&gt;&lt;/div&gt;&lt;/td&gt;&lt;/tr&gt;&lt;/tbody&gt;&lt;/table&gt;',                  };for (String testString : testCases) {    Document doc = Jsoup.parse(testString,'', Parser.xmlParser());    Elements elements = doc.select('table');    for (Element ele : elements) {        System.out.println('===============================================');        System.out.println(ele.html());                //Formatted        System.out.println('-----------------------------------------------');        System.out.println(ele.html().trim().replace('n','').replace('r',''));    //Notice the Difference    }}</code></pre><p>Output:</p><pre><code>===============================================&lt;tbody&gt; &lt;tr&gt;  &lt;td&gt;   &lt;div&gt;    &lt;inline&gt;     Normal Line Text    &lt;/inline&gt;    &lt;br /&gt;   &lt;/div&gt;&lt;/td&gt; &lt;/tr&gt;&lt;/tbody&gt;-----------------------------------------------&lt;tbody&gt; &lt;tr&gt;  &lt;td&gt;   &lt;div&gt;    &lt;inline&gt;     Normal Line Text    &lt;/inline&gt;    &lt;br /&gt;   &lt;/div&gt;&lt;/td&gt; &lt;/tr&gt;&lt;/tbody&gt;</code></pre><p>Due to the formatting done by JSoup, the value of textNodes change to include newlines.</p><p>Changing <code>&lt;inline&gt;</code> to <code>&lt;span&gt;</code> in the test case seems to work fine, but unfortunately, we have legacy data/html containing <code>&lt;inline&gt;</code> tags generated by redactor.</p>";"How to get unformatted html from Jsoup";"<java><html-parsing><jsoup><html-parser>";"S"
